name,type,scope,parameters,call,summary
ListPolicyFirewallCPUMemThresholdsProfileBindingMaps,Policy,Infra,,/policy/api/v1/infra/settings/firewall/cpu-mem-thresholds-profile-binding-maps,List Firewall CPU Memory Thresholds Profile Binding Maps
GlobalInfraGetInfraSegmentCsTrafficStats,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/inter-site-forwarder/status,Get infra segment cross site traffic statistics
ReadLBServerSslProfile,Policy,Infra,{lbserversslprofileid},/policy/api/v1/infra/lb-server-ssl-profiles/{lbserversslprofileid},Read LBServerSslProfile
ListTier1L2VPNSessions,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/l2vpn-services/{serviceid}/sessions,Get L2VPN sessions list result under Tier-1
GetInfraSegmentsByState,Policy,Infra,,/policy/api/v1/infra/segments/state,Get infra segments by configuration state
GetIdsProfileSignatures,Policy,Infra,{profileid},/policy/api/v1/infra/settings/firewall/security/intrusion-services/profiles/{profileid}/effective-signatures,Get IDS profile signatures.
ReadIdsGatewayPolicy,Policy,Infra,"{domainid}, {policyid}",/policy/api/v1/infra/domains/{domainid}/intrusion-service-gateway-policies/{policyid},Read IDS gateway policy
GetTlsProfile,Policy,Infra,{actionprofileid},/policy/api/v1/infra/tls-inspection-action-profiles/{actionprofileid},Get TLS profile with id.
GetInfraSegmentMacTable,Policy,Infra,{segmentid},/policy/api/v1/infra/segments/{segmentid}/mac-table,Get infra segment MAC table
ListCommunityList,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/community-lists,List BGP community lists
GlobalInfraReadTransportZoneForEnforcementPoint,Policy,Global,"{siteid}, {enforcementpointid}, {transportzoneid}",/policy/api/v1/global-infra/sites/{siteid}/enforcement-points/{enforcementpointid}/transport-zones/{transportzoneid},Read a Transport Zone under an Enforcement Point
GetTier1ForwardingTableCsv,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/forwarding-table?format=csv,Get forwarding table from tier-1 in CSV format
GetTier0VpnL2VPNService,Policy,Infra,"{tier0id}, {serviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/l2vpn-services/{serviceid},Get L2VPN service under Tier-0
ReadTier1,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id},Read Tier-1 configuration
ReadPartnerService,Policy,Infra,{serviceid},/policy/api/v1/infra/partner-services/{serviceid},Read partner service identified by provided name
ReadSegment,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid},Read segment
ReadLBMonitorProfile,Policy,Infra,{lbmonitorprofileid},/policy/api/v1/infra/lb-monitor-profiles/{lbmonitorprofileid},Read LBMonitorProfile
GetTier0VpnIPSecVpnSessionWithSensitiveData,Policy,Infra,"{tier0id}, {serviceid}, {sessionid}?action=show_sensitive_data",/policy/api/v1/infra/tier-0s/{tier0id}/ipsec-vpn-services/{serviceid}/sessions/{sessionid}?action=show_sensitive_data,Get IPSec VPN Session
GlobalInfraGetGatewayRuleStatistics,Policy,Global,"{domainid}, {gatewaypolicyid}, {ruleid}",/policy/api/v1/global-infra/domains/{domainid}/gateway-policies/{gatewaypolicyid}/rules/{ruleid}/statistics,Get gateway rule statistics
GetTier1IPSecVpnService,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid},Get IPSec VPN service
ListALBApplicationProfile,Policy,Infra,,/policy/api/v1/infra/alb-application-profiles,List ALBApplicationProfile for infra
ReadMetadataProxyStatistics,Policy,Infra,{metadataproxyid},/policy/api/v1/infra/metadata-proxies/{metadataproxyid}/statistics,Get metadata proxy status
ReadALBWafCRS,Policy,Infra,{albwafcrsid},/policy/api/v1/infra/alb-waf-crs/{albwafcrsid},Read ALBWafCRS
GlobalInfraGetDownlinkPortStatisticsForInfraSegment,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/gateway-interface-statistics,Get statistics for downlink router port on tier-0 router
ListTier0IPSecVpnLocalEndpoints,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid}/local-endpoints,Get IPSec VPN local endpoint list result
GlobalInfraReadIpv6DadProfile,Policy,Global,{dadprofileid},/policy/api/v1/global-infra/ipv6-dad-profiles/{dadprofileid},Read IPv6 DAD profile
ReadPolicyDnsForwarderZone,Policy,Infra,{dnsforwarderzoneid},/policy/api/v1/infra/dns-forwarder-zones/{dnsforwarderzoneid},Read the DNS Forwarder Zone
GlobalInfraListIPFIXL2CollectorProfiles,Policy,Global,,/policy/api/v1/global-infra/ipfix-l2-collector-profiles,List IPFIX Collector profiles.
GetAllRoleBindings,Policy,Infra,,/policy/api/v1/aaa/role-bindings,Get all users and groups with their roles
ReadALBHealthMonitor,Policy,Infra,{albhealthmonitorid},/policy/api/v1/infra/alb-health-monitors/{albhealthmonitorid},Read ALBHealthMonitor
GlobalInfraGetTier1SegmentPort,Policy,Global,"{tier1id}, {segmentid}, {portid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid},Get Tier-1 segment port by ID
ListLiveTraceStatus,Policy,Infra,,/policy/api/v1/infra/livetraces/statuses,List livetrace status entities
GetEULAAcceptance,Policy,Infra,,/policy/api/v1/eula/acceptance,"Return the acceptance status of end user license agreement
"
GlobalInfraListTier1StaticRoutes,Policy,Global,{tier1id},/policy/api/v1/global-infra/tier-1s/{tier1id}/static-routes,List Tier-1 Static Routes
ReadServiceInterface,Policy,Infra,"{tier0id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/service-interfaces/{interfaceid},Read service interface
GetStandaloneHostIdfwConfiguration,Policy,Infra,,/policy/api/v1/infra/settings/firewall/idfw/standalone-host-switch-setting,Read idfw configuration for standalone host
ReadVirtualMachineDetails,Policy,Infra,"{enforcementpointid}, {virtualmachineid}",/policy/api/v1/infra/realized-state/enforcement-points/{enforcementpointid}/virtual-machines/{virtualmachineid}/details,Read the details of a virtual machine on the NSX Manager
GetForwardingRuleStats,Policy,Infra,"{domainid}, {forwardingpolicyid}, {forwardingruleid}",/policy/api/v1/infra/domains/{domainid}/forwarding-policies/{forwardingpolicyid}/rules/{forwardingruleid}/statistics,Get forwarding rule statistics.
ListIdsSignatures,Policy,Infra,{versionid},/policy/api/v1/infra/settings/firewall/security/intrusion-services/signature-versions/{versionid}/signatures,List IDS signatures
GetTier0RoutesCsv,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/routing-table?format=csv,Get routing table from tier-0 in CSV format
GlobalInfraListDnsSecurityProfileBindings,Policy,Global,"{domainid}, {groupid}",/policy/api/v1/global-infra/domains/{domainid}/groups/{groupid}/dns-security-profile-binding-maps,Get DNS security profile binding map
ReadLBVirtualServer,Policy,Infra,{lbvirtualserverid},/policy/api/v1/infra/lb-virtual-servers/{lbvirtualserverid},Read LBVirtualServer
ListGroupMonitoringBindings,Policy,Infra,"{domainid}, {groupid}",/policy/api/v1/infra/domains/{domainid}/groups/{groupid}/group-monitoring-profile-binding-maps,List Group Monitoring Profile Binding Maps
GetRoleInfo,Policy,Infra,{role},/policy/api/v1/aaa/roles/{role},Get role information
GetTier1PolicyIgmpMembershipsInCsvFormat,Policy,Infra,"{tier1id}, {localeserviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/multicast/igmp-memberships?format=csv,Get IGMP Memberships in CSV format
GlobalInfraListSegmentQoSBindings,Policy,Global,"{tier1id}, {segmentid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/segment-qos-profile-binding-maps,List Segment QoS Profile Binding Maps
GetIDFWStatusForAllComputeCollections,Policy,Infra,,/policy/api/v1/infra/settings/firewall/idfw/compute-collections/status,Get IDFW status for all Compute Collections
GetTier1PolicyIgmpMemberships,Policy,Infra,"{tier1id}, {localeserviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/multicast/igmp-memberships,Get IGMP Memberships
GlobalInfraGetPolicyInterSiteBgpSummary,Policy,Global,"{tier0id}, {localeserviceid}",/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/inter-site/bgp-summary,Get RTEP span and mac address-table
GetInfraSegmentSecurityProfileBinding,Policy,Infra,"{segmentid}, {segmentsecurityprofilebindingmapid}",/policy/api/v1/infra/segments/{segmentid}/segment-security-profile-binding-maps/{segmentsecurityprofilebindingmapid},Get infra segment security profile binding map
GetGroupDVPGMembers,Policy,Infra,"{domainid}, {groupid}",/policy/api/v1/infra/domains/{domainid}/groups/{groupid}/members/dvpg,Get Discovered Port Groups that belong to this Group
GetLBServiceUsageSummary,Policy,Infra,,/policy/api/v1/infra/lb-service-usage-summary,Read load balancer service usage summary
ReadAllPolicyServiceInstancesForTier0,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/service-instances,Read all service instance objects under a tier-0
GlobalInfraGetFullSyncStates,Policy,Global,{fullsyncid},/policy/api/v1/global-infra/full-sync-states/{fullsyncid},Get full sync state
GetInfraSegmentMonitoringBindingMirrorStackStatus,Policy,Infra,"{infrasegmentid}, {segmentmonitoringprofilebindingmapid}",/policy/api/v1/infra/segments/{infrasegmentid}/segment-monitoring-profile-binding-maps/{segmentmonitoringprofilebindingmapid}/mirror-stack-status,Get Infra Segment Monitoring Profile Binding Map
ListInfraSegmentPortSecurityProfileBindings,Policy,Infra,"{segmentid}, {portid}",/policy/api/v1/infra/segments/{segmentid}/ports/{portid}/port-security-profile-binding-maps,List infra segment port security profile binding maps
GetVersionWhitelist,Policy,Infra,,/policy/api/v1/upgrade/version-whitelist,Get the version whitelist
GetTier1L2VPNService,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/l2vpn-services/{serviceid},Get L2VPN service under Tier-1
GetTier0IPSecVpnSession,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid}/sessions/{sessionid},Get IPSec VPN Session
GetPathPermissions,Policy,Infra,,/policy/api/v1/aaa/effective-permissions,Get effective object permissions to object specified by path for current user.
ListHostTransportNodes,Policy,Infra,"{siteid}, {enforcementpointid}",/policy/api/v1/infra/sites/{siteid}/enforcement-points/{enforcementpointid}/host-transport-nodes,List Host Transport Nodes
GlobalInfraGetInfraSegmentMonitoringBindingMirrorStackStatus,Policy,Global,"{infrasegmentid}, {segmentmonitoringprofilebindingmapid}",/policy/api/v1/global-infra/segments/{infrasegmentid}/segment-monitoring-profile-binding-maps/{segmentmonitoringprofilebindingmapid}/mirror-stack-status,Get Infra Segment Monitoring Profile Binding Map
GetDownlinkPortArpProxiesForTier1SegmentInCsv,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/arp-proxy?format=csv,Get downlink port Address Resolution Protocol Proxies for tier-1 segment in CSV
GlobalInfraListInfraSegmentSecurityProfileBindings,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/segment-security-profile-binding-maps,List infra segment security profile binding maps
GlobalInfraListPolicyNatOnTier0,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/nat,List Policy NAT types.
GetTier1VpnIPSecVpnPeerConfig,Policy,Infra,"{tier1id}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-1s/{tier1id}/ipsec-vpn-services/{serviceid}/sessions/{sessionid}/peer-config,Get IPSec VPN configuration for the peer site
GetCurrentUserInfo,Policy,Infra,,/policy/api/v1/aaa/user-info,Get the name and role information of the user.
GetLBPoolStatistics,Policy,Infra,"{lbserviceid}, {lbpoolid}",/policy/api/v1/infra/lb-services/{lbserviceid}/lb-pools/{lbpoolid}/statistics,Get LBPool statistics information
GetProviderGroupIPMembers,Policy,Infra,"{tier0id}, {groupid}",/policy/api/v1/infra/tier-0s/{tier0id}/groups/{groupid}/members/ip-addresses,Get IP addresses that belong to this Tier-0 Group
GlobalInfraListIpv6NdraProfiles,Policy,Global,,/policy/api/v1/global-infra/ipv6-ndra-profiles,List all IPv6 NDRA profiles
GetTier0VpnL2VPNSession,Policy,Infra,"{tier0id}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-0s/{tier0id}/l2vpn-services/{serviceid}/sessions/{sessionid},Get L2VPN Session under Tier-0
GetDownlinkPortArpProxiesForInfraSegmentInCsv,Policy,Infra,{segmentid},/policy/api/v1/infra/segments/{segmentid}/arp-proxy?format=csv,Get downlink port Address Resolution Protocol Proxies for infra segment in CSV format
ReadTier1Interface,Policy,Infra,"{tier1id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/interfaces/{interfaceid},Read Tier-1 interface
ReadL3VpnWithSensitiveData,Policy,Infra,"{tier0id}, {localeserviceid}, {l3vpnid}?action=show_sensitive_data",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l3vpns/{l3vpnid}?action=show_sensitive_data,Read an L3Vpn
GetTier1SegmentMacTable,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/mac-table,Get Tier-1 segment MAC table
GlobalInfraGetDownlinkPortArpProxiesForInfraSegmentInCsv,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/arp-proxy?format=csv,Get downlink port Address Resolution Protocol Proxies for infra segment in CSV format
ListServiceReferences,Policy,Infra,,/policy/api/v1/infra/service-references,List service references
ListIdsClusterConfigs,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/intrusion-services/cluster-configs,List IDS cluster configs
GlobalInfraListTenantConstraints,Policy,Global,,/policy/api/v1/global-infra/constraints,List tenant Constraints.
ReadSecurityPolicyForDomain,Policy,Infra,"{domainid}, {securitypolicyid}",/policy/api/v1/infra/domains/{domainid}/security-policies/{securitypolicyid},Read security policy
PlatformDeploymentProgress,Policy,Infra,{siteid},/policy/api/v1/infra/sites/{siteid}/napp/deployment/platform/status,Get platform deployment or undeployment progress status
ReadTier1ByodPolicyServiceInstance,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceinstanceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/byod-service-instances/{serviceinstanceid},Read Tier1 BYOD service instance
GetTier1InterfaceArpTableCsv,Policy,Infra,"{tier1id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/interfaces/{interfaceid}/arp-table?format=csv,Get ARP table from tier-1 interface in CSV format
ListALBPoolGroup,Policy,Infra,,/policy/api/v1/infra/alb-pool-groups,List ALBPoolGroup for infra
GlobalInfraGetGroupVMMembers,Policy,Global,"{domainid}, {groupid}",/policy/api/v1/global-infra/domains/{domainid}/groups/{groupid}/members/virtual-machines,Get Virtual machines that belong to this Group
GetTlsCsrPem,Policy,Infra,{csrid},/policy/api/v1/infra/csrs/{csrid}/pem-file,Get CSR PEM File for the Given CSR ID
GlobalInfraListServiceInterfaces,Policy,Global,"{tier0id}, {localeserviceid}",/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/service-interfaces,List Service Interfaces
GlobalInfraReadEnforcementPointForSite,Policy,Global,"{siteid}, {enforcementpointid}",/policy/api/v1/global-infra/sites/{siteid}/enforcement-points/{enforcementpointid},Read an Enforcement Point under Infra/Site
GlobalInfraGetTier0State,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/state,Get Tier0 state
ListIPSetRealizedStates,Policy,Infra,{enforcementpointid},/policy/api/v1/infra/realized-state/enforcement-points/{enforcementpointid}/ip-sets/ip-sets-nsxt,List IPSets
ListL3Vpns,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l3vpns,List L3Vpns
ListCPUMemThresholdsProfiles,Policy,Infra,,/policy/api/v1/infra/settings/firewall/cpu-mem-thresholds-profiles,List all CPU and memory thresholds profiles
GlobalInfraReadQoSProfile,Policy,Global,{qosprofileid},/policy/api/v1/global-infra/qos-profiles/{qosprofileid},"Details of QoS profile
"
ListTier0VpnIPSecVpnServices,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/ipsec-vpn-services,Get IPSec VPN service list result
GetDownlinkPortArpTableForTier1Segment,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/gateway-interface-arp-table,Get ARP table for downlink router port on tier-1 router
ReadIPFIXL2Profile,Policy,Infra,{ipfixl2profileid},/policy/api/v1/infra/ipfix-l2-profiles/{ipfixl2profileid},Get IPFIX L2 Profile
GetTlsCertificate,Policy,Infra,{certificateid},/policy/api/v1/infra/certificates/{certificateid},Show Certificate Data for the Given Certificate ID
GlobalInfraGetTlsCertificate,Policy,Global,{certificateid},/policy/api/v1/global-infra/certificates/{certificateid},Show Certificate Data for the Given Certificate ID
